Maturity,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
04/01/2016,0.46297083397498600,0.46533361045601800,0.46821790804913300,0.47224571479337100,0.47782858936393600,0.48505513396063300,0.49391742410452300,0.50433905187152300,0.51619879500552200,0.52937636828537400,0.54374324073653700,0.55915229951404300,0.57540193930182100,0.59226786799472300,0.60956387229747000,0.62713530880286700,0.64484981873581300,0.66259113777776900,0.68025571624632500,0.69775806551354700,0.71503429084381200,0.73203783152712000,0.74873569261265300,0.76510561870893800,0.78113388916544200,0.79681301382214700,0.81213989334167900,0.82711496903277000,0.84174161239395900,0.85602563674862200,0.86997490340226600,0.88359900164531400,0.89690898693720600,0.90991716529331600,0.92263691463410100,0.93508253590939200,0.94726906430899400,0.95921141698507400,0.97092361714167000,0.98241882869428000,0.99370946106106600,1.00480725898396000,1.01572337981661000,1.02646846027304000,1.03705267427649000,1.04748578326279000,1.05777718006195000,1.06793592729465000,1.07797077392302000,1.08788993796759000,1.09770085627066000,1.10741022396779000,1.11702406445793000,1.12654779160119000,1.13598626513149000,1.14534384013213000,1.15462441130336000,1.16383145265059000,1.17296805313648000,1.18203694876786000
05/01/2016,0.46378968858660400,0.46628550377207900,0.46842909006322100,0.47152568188970600,0.47594993026634100,0.48162968518587800,0.48852041352997700,0.49667083803209600,0.50615282015450600,0.51700217815085900,0.52917228287593000,0.54254527213932500,0.55691256301735600,0.57202446088265800,0.58767629328868800,0.60370163924589600,0.61996107880024400,0.63633469274561500,0.65271774196819400,0.66902495466053600,0.68519331744303700,0.70117763081421600,0.71694663656850600,0.73248011335960600,0.74776654093164000,0.76279993102375200,0.77757725540562300,0.79209776815818900,0.80636261217154200,0.82037450434340200,0.83413748170692900,0.84765669515955500,0.86093824069566500,0.87398902042176100,0.88681662739758100,0.89942924967037200,0.91183556437521300,0.92404430598338900,0.93606381504363600,0.94790203539100000,0.95956656252325700,0.97106468506962700,0.98240342047318000,0.99358954580742700,1.00462962448406000,1.01553002947706000,1.02629696358203000,1.03693647714310000,1.04745446995650000,1.05785652738727000,1.06814774870814000,1.07833277205406000,1.08841581792544000,1.09840072785798000,1.10829099887405000,1.11808981424279000,1.12780007100234000,1.13742440463489000,1.14696521123248000,1.15642466744614000
06/01/2016,0.46261568997318200,0.46476776115000700,0.46662731283789400,0.46866371979751300,0.47144780250766600,0.47529063861685300,0.48040103411078700,0.48689365256151800,0.49477993628677900,0.50399095620308000,0.51439359029236300,0.52581588126782100,0.53807297855188300,0.55099633425727800,0.56444467600218000,0.57829694625193400,0.59244635677718100,0.60679642495798700,0.62125894552110300,0.63575873418501800,0.65023678738947900,0.66464712258969400,0.67895394760079500,0.69312953760617800,0.70715261998204600,0.72100710927366500,0.73468111769007600,0.74816620216893800,0.76145677045758500,0.77454960597807700,0.78744348465386400,0.80013886358144500,0.81263762630716600,0.82494287305520000,0.83705874691641900,0.84899028900579600,0.86074329286674700,0.87232388980147100,0.88373815055690100,0.89499205492393600,0.90609150282909400,0.91704232384217900,0.92785028535729900,0.93852109965827800,0.94906043004202700,0.95947389614320900,0.96976707857915200,0.97994552301416100,0.99001472486276300,0.99997991033924400,1.00984582693726000,1.01961676633592000,1.02929660740116000,1.03888885440913000,1.04839667109987000,1.05782291108230000,1.06717014503868000,1.07644068511489000,1.08563660683023000,1.09475976879635000
07/01/2016,0.46532678873582300,0.46644854211132400,0.46746826530204000,0.46898365816960300,0.47121125823620400,0.47420844447158000,0.47807374200747400,0.48297504788334400,0.48907509765285300,0.49646176725131200,0.50510986136180500,0.51490230268971400,0.52565901702785000,0.53719052369642100,0.54933811412776200,0.56196841309868100,0.57496592800227500,0.58822808145455200,0.60166243492145900,0.61519035548114700,0.62874942686869500,0.64229023513360100,0.65577354204968100,0.66916816517250000,0.68244939110057400,0.69559804542640200,0.70859981600217100,0.72144442159668600,0.73412491691026400,0.74663713658614000,0.75897924683258800,0.77115138111588000,0.78315534209088400,0.79499435613216800,0.80667286994546100,0.81819638107721200,0.82957125577955600,0.84080414129749500,0.85190143427216600,0.86286926377487100,0.87371352393749900,0.88443990192149200,0.89505390198419300,0.90556086626338800,0.91596599279059900,0.92627435115480500,0.93649089616654200,0.94662047981399100,0.95666784369383200,0.96663741559947100,0.97653311440565100,0.98635837686156600,0.99611620307438700,1.00580919693907000,1.01543960215768000,1.02500933439940000,1.03452001007544000,1.04397297213706000,1.05336931325018000,1.06270989665248000
08/01/2016,0.46360641830047300,0.46480768154167500,0.46618778575255600,0.46765256952531800,0.46928409133738700,0.47130258552929800,0.47397866998233300,0.47754699914254300,0.48217447562477400,0.48796981932693200,0.49497170937992900,0.50314998798495000,0.51239231619531000,0.52253595384690100,0.53343205902417400,0.54494664869869300,0.55695622854055300,0.56934487939100100,0.58200299254169600,0.59483450218968000,0.60776300453350200,0.62072822319338100,0.63368250325432900,0.64658818179431600,0.65941560344316000,0.67214174307156600,0.68474914619299600,0.69722495041866000,0.70956009371654000,0.72174868101859200,0.73378747342010900,0.74567547315420000,0.75741358402544600,0.76900433176704700,0.78045163233673100,0.79176059883000600,0.80293733380620800,0.81398825762884900,0.82491950090577600,0.83573688547476800,0.84644596205836700,0.85705204253949900,0.86756022773352800,0.87797543137319800,0.88830240089559900,0.89854573551777900,0.90870990200482600,0.91879924846696100,0.92881799928412400,0.93877006345523100,0.94865885062034000,0.95848729801112800,0.96825791501769600,0.97797282280353200,0.98763378959884200,0.99724226221244500,1.00679939422663000,1.01630607127533000,1.02576293375155000,1.03517039724419000
11/01/2016,0.46478961115564300,0.46634676330445400,0.46771986044225900,0.46912842123355700,0.47071571082429800,0.47260252815808900,0.47494427720459600,0.47792536161012000,0.48173574500877700,0.48653340143507200,0.49241090518205400,0.49939595137789800,0.50742318895866400,0.51636826193941600,0.52610823255941900,0.53652534327490500,0.54750549316990400,0.55893722222637300,0.57071205070447000,0.58273404067142800,0.59492627985923700,0.60722734086704900,0.61958791488571100,0.63196828699115200,0.64433642926565900,0.65666666114088800,0.66893861736832100,0.68113631267573500,0.69324738659888200,0.70526249934682700,0.71717484459658100,0.72897975363873100,0.74067437149658700,0.75225739020079800,0.76372882778829100,0.77508984413473300,0.78634255872537600,0.79748959493931700,0.80853367057320700,0.81947755243245400,0.83032405035451300,0.84107601208601700,0.85173631887474300,0.86230788166265100,0.87279363778654600,0.88319654810905900,0.89351959451590600,0.90376577772598400,0.91393810474018100,0.92403943404900200,0.93407230277046300,0.94403893545313600,0.95394127356242800,0.96378100169198400,0.97355957091566600,0.98327821963753700,0.99293799224709800,1.00253975584469000,1.01208421526600000,1.02157192660409000
12/01/2016,0.46506763135278000,0.46591737743325700,0.46673148072539400,0.46764334218909600,0.46874519019118300,0.47006630038046600,0.47170013031156400,0.47382037438726600,0.47664290907419400,0.48036606694035600,0.48511559854063500,0.49094340588041600,0.49780848844402400,0.50560371011868200,0.51421624384974200,0.52353335604232700,0.53344237907703000,0.54383069298348200,0.55458690608754500,0.56561243719401100,0.57682938966726600,0.58817675388122200,0.59960673613029100,0.61108200531260400,0.62257357096295100,0.63405883623815500,0.64552005900738300,0.65694345073518800,0.66831849482709500,0.67963740130610300,0.69089466703567700,0.70208671840092600,0.71321161895683100,0.72426882866798000,0.73525900442147700,0.74618383378769700,0.75704586317800700,0.76784791563728500,0.77859248846546900,0.78928172748656100,0.79991746990733200,0.81050128105746400,0.82103448600317300,0.83151819684986600,0.84195333640446200,0.85234065875131300,0.86268076720140400,0.87297412999792500,0.88322109042068800,0.89342183107700900,0.90357633510426400,0.91368439948082500,0.92374565258814600,0.93375956982158600,0.94372548749824200,0.95364261527464600,0.96351004725733900,0.97332677196408600,0.98309168127206900,0.99280357847126900
13/01/2016,0.46450796634840400,0.46558901886404800,0.46662487454666400,0.46770775538840700,0.46898380895697200,0.47058717964182100,0.47269181074340900,0.47548764898304900,0.47914974629856500,0.48380125711919900,0.48948986594349100,0.49620191825872200,0.50385799609161600,0.51234067194894000,0.52153614821888800,0.53133605877307600,0.54163587147425100,0.55233382317882300,0.56333118345687500,0.57454138500158800,0.58589621356950000,0.59734238828148600,0.60883831523920500,0.62035165273743400,0.63185743135556000,0.64333621684548500,0.65477258432882100,0.66615434428655200,0.67747198473480300,0.68871822496898300,0.69988765568003500,0.71097644654888000,0.72198210700550900,0.73290328920706700,0.74373962479111200,0.75449158883666800,0.76516037020725100,0.77574757346844200,0.78625493598167200,0.79668428674675100,0.80703753522610700,0.81731666176589700,0.82752370935372300,0.83766077650027600,0.84773001107011100,0.85773360491709400,0.86767378920468500,0.87755283031119400,0.88737301289204800,0.89713647960689100,0.90684507815096200,0.91650037325810800,0.92610367339523100,0.93565605449071200,0.94515838107428000,0.95461132515188900,0.96401538309376400,0.97337089077542000,0.98267803717890600,0.99193687663392200
14/01/2016,0.46345546986873800,0.46500867491214200,0.46639506425045900,0.46757671169063700,0.46876810573613600,0.47012039356908300,0.47183184009544100,0.47414158022465100,0.47728360923312300,0.48142817283311500,0.48665337390962900,0.49295918996077400,0.50025299907433400,0.50838879588252500,0.51723284178785500,0.52666559645136900,0.53657754218681300,0.54686639989049900,0.55743613147521500,0.56820442045703800,0.57910771189437800,0.59009763543100400,0.60113770429922000,0.61220083957225400,0.62326742104943600,0.63432298426863000,0.64535630028067800,0.65635869575350500,0.66732361234705200,0.67824625421460300,0.68912330372967200,0.69995269051409200,0.71073340246098600,0.72146533010665100,0.73214913768152600,0.74278615565266600,0.75337826163282000,0.76392746557811900,0.77443553396296800,0.78490398524602900,0.79533412011600400,0.80572704741662700,0.81608370645422900,0.82640488626333900,0.83669124230356200,0.84694331097858700,0.85716152230170800,0.86734621097816300,0.87749761908913700,0.88761582174886000,0.89770065541274000,0.90775173219334200,0.91776846102480500,0.92775006647565000,0.93769560550929900,0.94760398244881700,0.95747396236640800,0.96730418308780500,0.97709316597587500,0.98683932563584400
15/01/2016,0.46217732333225100,0.46210750282235900,0.46176478121614500,0.46065605577132000,0.45871879674994600,0.45620030260949300,0.45349283179467300,0.45103341414091700,0.44922008736545200,0.44835904036862100,0.44863598923552400,0.45012450817045100,0.45277497583433100,0.45645839148445000,0.46104924446564600,0.46643074958384400,0.47249228088024200,0.47912766073262000,0.48623479638746700,0.49372441663664400,0.50152736789168400,0.50959107654436100,0.51787594462798400,0.52635264655874100,0.53499992377272300,0.54380127556833100,0.55274225944321700,0.56180994829321500,0.57099266913660800,0.58027979409372500,0.58966157182209600,0.59912899055751300,0.60867366605671400,0.61828774931489500,0.62796385010307700,0.63769497324922800,0.64747447226828800,0.65729608625124200,0.66715397707605400,0.67704268500237700,0.68695708252745400,0.69689233483401500,0.70684386575709200,0.71680732839170100,0.72677857961952400,0.73675365795817100,0.74672876423821600,0.75670024469559500,0.76666457926643900,0.77661840540633500,0.78655854181860200,0.79648197486629600,0.80638584275525900,0.81626742147459600,0.82612411227092900,0.83595343046469300,0.84575299544365000,0.85552052169158200,0.86525381072929600,0.87495074386154100
